#LAMMPS data file for linear chains
100 atoms
99 bonds
2 atom types
1 bond types

-20 20 xlo xhi
-20 20 ylo yhi
-20 20 zlo zhi

Masses

1 1.000000
2 1.000000

Atoms

   6      1      7      8
   7      1      8      9
   8      1      9     10
   9      1     10     11
  10      1     11     12
  11      1     12     13
  12      1     13     14
  13      1     14     15
  14      1     15     16
  15      1     16     17
  16      1     17     18
  17      1     18     19
  18      1     19     20
  19      1     20     21
  20      1     21     22
  21      1     22     23
  22      1     23     24
  23      1     24     25
  24      1     25     26
  25      1     26     27
  26      1     27     28
  27      1     28     29
  28      1     29     30
  29      1     30     31
  30      1     31     32
  31      1     32     33
  32      1     33     34
  33      1     34     35
  34      1     35     36
  35      1     36     37
  36      1     37     38
  37      1     38     39
  38      1     39     40
  39      1     40     41
  40      1     41     42
  41      1     42     43
  42      1     43     44
  43      1     44     45
  44      1     45     46
  45      1     46     47
  46      1     47     48
  47      1     48     49
  48      1     49     50
  49      1     50     51
  50      1     51     52
  51      1     52     53
  52      1     53     54
  53      1     54     55
  54      1     55     56
  55      1     56     57
  56      1     57     58
  57      1     58     59
  58      1     59     60
  59      1     60     61
  60      1     61     62
  61      1     62     63
  62      1     63     64
  63      1     64     65
  64      1     65     66
  65      1     66     67
  66      1     67     68
  67      1     68     69
  68      1     69     70
  69      1     70     71
  70      1     71     72
  71      1     72     73
  72      1     73     74
  73      1     74     75
  74      1     75     76
  75      1     76     77
  76      1     77     78
  77      1     78     79
  78      1     79     80
  79      1     80     81
  80      1     81     82
  81      1     82     83
  82      1     83     84
  83      1     84     85
  84      1     85     86
  85      1     86     87
  86      1     87     88
  87      1     88     89
  88      1     89     90
  89      1     90     91
  90      1     91     92
  91      1     92     93
  92      1     93     94
  93      1     94     95
  94      1     95     96
  95      1     96     97
  96      1     97     98
  97      1     98     99
  98      1     99    100
  99      1      2      1
